STATE,NAME,2000 POVERTY,1990 POVERTY,1980 POVERTY,1970 POVERTY,1960 POVERTY
TX,TERRY COUNTY,23.3,25.5,23.09,27.40,28.64
TX,THROCKMORTON COUNTY,13.5,18.0,19.39,14.00,22.19
TX,TITUS COUNTY,18.5,19.8,13.00,21.10,37.15
TX,TOM GREEN COUNTY,15.2,17.3,12.50,18.90,30.14
TX,TRAVIS COUNTY,12.5,16.0,14.35,16.60,29.35
TX,TRINITY COUNTY,17.6,25.4,20.41,34.20,55.35
TX,TYLER COUNTY,15.8,18.3,16.19,24.80,54.95
TX,UPSHUR COUNTY,14.9,17.8,13.81,24.90,41.78
TX,UPTON COUNTY,19.9,17.7,18.55,20.70,21.64
TX,UVALDE COUNTY,24.3,31.1,28.40,35.90,46.98
TX,VAL VERDE COUNTY,26.1,36.4,30.01,30.30,44.19
TX,VAN ZANDT COUNTY,13.3,17.4,12.89,21.80,40.89
TX,VICTORIA COUNTY,12.9,17.6,13.08,21.80,36.03
TX,WALKER COUNTY,18.4,22.3,20.77,31.30,53.66
TX,WALLER COUNTY,16.0,21.3,16.21,29.60,49.65
TX,WARD COUNTY,17.9,20.1,13.59,15.50,20.45
TX,WASHINGTON COUNTY,12.9,18.1,16.43,31.90,51.81
TX,WEBB COUNTY,31.2,38.2,33.11,44.70,60.44
TX,WHARTON COUNTY,16.5,21.3,17.21,30.60,45.39
TX,WHEELER COUNTY,13.0,17.1,14.02,21.90,26.81
TX,WICHITA COUNTY,13.2,15.9,12.29,14.10,20.80
TX,WILBARGER COUNTY,13.1,19.3,20.22,23.50,31.79
TX,WILLACY COUNTY,33.2,44.5,34.83,57.20,64.28
TX,WILLIAMSON COUNTY,4.8,10.1,9.88,24.50,45.75
TX,WILSON COUNTY,11.3,20.7,17.70,30.00,53.42
TX,WINKLER COUNTY,18.7,21.6,12.05,12.20,14.28
TX,WISE COUNTY,9.9,14.0,12.30,14.30,29.69
TX,WOOD COUNTY,14.3,18.1,14.55,24.10,40.29
TX,YOAKUM COUNTY,19.6,19.6,17.58,16.40,15.83
TX,YOUNG COUNTY,15.7,16.2,11.47,18.70,23.24
TX,ZAPATA COUNTY,35.8,41.0,28.27,57.80,75.68
TX,ZAVALA COUNTY,41.8,50.4,38.61,48.50,76.23
UT,UTAH STATE,9.4,11.4,10.30,11.40,15.40
UT,BEAVER COUNTY,8.3,13.4,14.31,19.00,16.91
UT,BOX ELDER COUNTY,7.1,7.2,8.24,12.50,11.11
UT,CACHE COUNTY,13.5,13.6,12.72,15.60,20.59
UT,CARBON COUNTY,13.4,14.4,7.06,12.30,18.75
UT,DAGGETT COUNTY,5.5,14.8,11.31,17.00,14.05
UT,DAVIS COUNTY,5.1,7.1,6.74,6.60,9.40
UT,DUCHESNE COUNTY,16.8,18.7,12.52,16.40,28.19
UT,EMERY COUNTY,11.5,10.5,8.35,16.30,32.06
UT,GARFIELD COUNTY,8.1,14.8,12.03,16.10,31.30
UT,GRAND COUNTY,14.8,14.6,10.96,10.70,9.77
UT,IRON COUNTY,19.2,16.8,14.50,13.10,18.72
UT,JUAB COUNTY,10.4,10.6,12.43,13.30,36.79
UT,KANE COUNTY,7.9,16.3,17.30,12.40,19.79
UT,MILLARD COUNTY,13.1,14.0,14.87,18.20,36.49
UT,MORGAN COUNTY,5.2,8.6,7.01,5.70,11.62
UT,PIUTE COUNTY,16.2,21.0,11.29,15.20,37.14
UT,RICH COUNTY,10.2,14.16,8.00,33.18,
UT,SALT LAKE COUNTY,8.0,9.9,8.63,10.20,13.02
UT,SAN JUAN COUNTY,31.4,36.4,31.95,38.30,34.48
UT,SANPETE COUNTY,15.9,20.2,16.01,21.00,35.07
UT,SEVIER COUNTY,10.8,14.9,9.91,16.00,23.89
UT,SUMMIT COUNTY,5.4,7.2,7.69,12.80,19.95
UT,TOOELE COUNTY,6.7,11.5,7.60,7.10,15.48
UT,UINTAH COUNTY,14.5,18.7,13.05,18.30,23.87
UT,UTAH COUNTY,12.0,15.4,15.45,14.90,16.67
UT,WASATCH COUNTY,5.2,7.9,10.00,9.00,22.29
UT,WASHINGTON COUNTY,11.2,13.3,15.83,18.80,29.50
UT,WAYNE COUNTY,15.4,16.4,22.34,16.50,35.72
UT,WEBER COUNTY,9.3,10.1,9.06,9.30,11.82
VT,VERMONT STATE,9.4,9.9,12.05,12.10,23.48
VT,ADDISON COUNTY,8.6,9.7,12.27,12.20,30.64
VT,BENNINGTON COUNTY,10.0,11.3,9.27,13.30,19.68
VT,CALEDONIA COUNTY,12.3,12.1,15.29,13.50,27.05
VT,CHITTENDEN COUNTY,8.8,8.7,10.28,9.30,20.18
VT,ESSEX COUNTY,13.7,13.9,17.19,18.50,23.93
VT,FRANKLIN COUNTY,9.0,10.2,14.85,15.30,30.62
VT,GRAND ISLE COUNTY,7.6,11.5,12.24,13.40,36.82
VT,LAMOILLE COUNTY,9.6,11.1,14.84,14.80,32.82
VT,ORANGE COUNTY,9.1,9.4,13.66,14.90,28.52
VT,ORLEANS COUNTY,14.1,14.9,16.84,18.00,30.18
VT,RUTLAND COUNTY,10.9,9.6,11.14,12.40,23.37
VT,WASHINGTON COUNTY,8.0,8.3,11.50,11.00,19.85
VT,WINDHAM COUNTY,9.4,9.5,12.85,12.00,19.54
VT,WINDSOR COUNTY,7.7,9.4,10.58,9.80,18.90
VA,VIRGINIA STATE,9.6,10.2,11.84,15.50,30.63
VA,ACCOMACK COUNTY,18.0,19.6,21.12,30.50,54.03
VA,ALBEMARLE COUNTY,6.7,7.6,9.82,17.10,33.86
VA,ALEXANDRIA CITY,8.9,7.1,9.00,8.50,12.31
VA,ALLEGHANY COUNTY,7.1,9.7,9.98,18.90,36.83
VA,AMELIA COUNTY,8.4,10.8,12.18,28.50,57.20
VA,AMHERST COUNTY,10.7,9.8,10.04,17.00,33.15
VA,APPOMATTOX COUNTY,11.4,12.4,10.20,21.70,42.03
VA,ARLINGTON COUNTY,7.8,7.1,7.41,5.70,6.68
VA,AUGUSTA COUNTY,5.8,7.2,10.01,15.20,30.10
VA,BATH COUNTY,7.8,14.2,12.71,30.70,40.58
VA,BEDFORD CITY,19.7,16.4,15.20,18.40,
VA,BEDFORD COUNTY,7.1,7.0,9.26,18.00,36.95
VA,BLAND COUNTY,12.4,10.0,12.64,21.10,56.90
VA,BOTETOURT COUNTY,5.2,6.2,7.67,13.50,34.89
VA,BRISTOL CITY,16.2,20.6,16.06,24.40,34.00
VA,BRUNSWICK COUNTY,16.5,24.7,24.31,33.00,60.92
VA,BUCHANAN COUNTY,23.2,21.9,18.75,30.50,59.09
VA,BUCKINGHAM COUNTY,20.0,19.5,19.85,33.10,64.82
VA,BUENA VISTA CITY,10.4,14.4,9.02,11.70,28.89
VA,CAMPBELL COUNTY,10.6,10.1,9.55,12.40,31.52
VA,CAROLINE COUNTY,9.4,11.9,16.74,23.70,46.11
VA,CARROLL COUNTY,12.5,14.1,16.12,23.00,47.10
VA,CHARLES CITY COUNTY,10.6,15.8,12.84,35.90,56.60
VA,CHARLOTTE COUNTY,18.1,19.4,25.31,29.40,50.05
VA,CHARLOTTESVILLE CITY,25.9,23.7,20.98,16.00,23.54
VA,CHESAPEAKE CITY,7.3,9.0,11.16,13.70,
VA,CHESTERFIELD COUNTY,4.5,4.3,4.61,7.50,12.66
VA,CLARKE COUNTY,6.6,8.7,9.77,20.80,39.89
VA,CLIFTON FORGE CITY,19.4,16.3,15.50,16.10,27.47
VA,COLONIAL HEIGHTS CITY,5.5,5.7,4.26,5.50,8.29
VA,COVINGTON CITY,12.9,13.1,12.40,15.30,19.18
VA,CRAIG COUNTY,10.3,9.8,10.21,20.50,43.87
VA,CULPEPER COUNTY,9.2,8.7,15.42,21.00,42.82
VA,CUMBERLAND COUNTY,15.1,15.8,24.68,38.00,64.36
VA,DANVILLE CITY,20.0,19.0,13.78,16.00,28.12
VA,DICKENSON COUNTY,21.3,25.9,17.53,38.30,55.96
VA,DINWIDDIE COUNTY,9.3,11.4,13.46,18.90,47.03
VA,EMPORIA CITY,16.0,18.0,17.19,25.60,
VA,ESSEX COUNTY,11.2,13.5,16.04,24.50,46.89
VA,FAIRFAX CITY,5.7,6.0,4.86,3.90,
VA,FAIRFAX COUNTY,4.5,3.5,3.92,4.20,7.00
VA,FALLS CHURCH CITY,4.2,5.2,4.22,4.80,5.34
VA,FAUQUIER COUNTY,5.4,4.2,10.59,19.90,38.75
VA,FLOYD COUNTY,11.7,14.0,15.42,20.40,42.03
VA,FLUVANNA COUNTY,5.9,10.5,18.98,32.10,51.58
VA,FRANKLIN CITY,19.8,20.6,22.08,26.50,
VA,FRANKLIN COUNTY,9.7,11.1,10.31,20.10,40.76
VA,FREDERICK COUNTY,6.4,7.1,9.81,13.30,32.70
VA,FREDERICKSBURG CITY,15.5,12.3,11.82,12.20,24.24
VA,GALAX CITY,18.6,18.8,15.36,15.90,34.79
VA,GILES COUNTY,9.5,12.2,12.55,19.10,38.60
VA,GLOUCESTER COUNTY,7.7,8.4,11.58,19.30,42.76
VA,GOOCHLAND COUNTY,6.9,7.7,13.58,25.70,50.32
VA,GRAYSON COUNTY,13.6,15.3,13.96,21.70,47.03
VA,GREENE COUNTY,6.6,12.3,12.16,24.30,57.66
VA,GREENSVILLE COUNTY,14.7,16.5,22.69,35.50,56.93
VA,HALIFAX COUNTY,15.7,16.7,19.20,32.00,53.55
VA,HAMPTON CITY,11.3,10.8,11.70,10.80,17.24
VA,HANOVER COUNTY,3.6,4.3,7.86,10.10,28.13
VA,HARRISONBURG CITY,30.1,21.5,16.40,16.60,25.42
VA,HENRICO COUNTY,6.2,5.4,6.27,5.50,8.04
VA,HENRY COUNTY,11.7,9.3,9.77,12.00,31.61
VA,HIGHLAND COUNTY,12.6,13.6,15.07,23.60,57.94
VA,HOPEWELL CITY,14.9,14.4,12.45,10.70,19.84
VA,ISLE OF WIGHT COUNTY,8.3,11.8,14.37,26.40,44.96
VA,JAMES CITY COUNTY,6.4,6.7,11.29,14.20,32.09
VA,KING AND QUEEN COUNTY,10.9,15.2,17.89,29.70,46.03
VA,KING GEORGE COUNTY,5.6,6.0,13.59,13.20,28.32
VA,KING WILLIAM COUNTY,5.5,9.3,13.17,21.70,41.30
VA,LANCASTER COUNTY,12.5,13.6,16.07,26.30,45.83
VA,LEE COUNTY,23.9,28.7,25.91,45.50,67.35
VA,LEXINGTON CITY,21.6,18.2,18.46,21.50,
VA,LOUDOUN COUNTY,2.8,3.1,6.60,11.80,33.51
VA,LOUISA COUNTY,10.2,12.2,16.08,30.00,50.77
VA,LUNENBURG COUNTY,20.0,19.1,18.56,32.30,49.28
VA,LYNCHBURG CITY,15.9,16.4,13.05,15.10,22.69
VA,MADISON COUNTY,9.6,13.4,17.23,30.00,51.96
VA,MANASSAS CITY,6.3,3.8,7.66,,
VA,MANASSAS PARK CITY,5.2,3.9,8.09,,
VA,MARTINSVILLE CITY,19.2,15.6,13.30,12.40,29.77
VA,MATHEWS COUNTY,6.0,9.7,9.02,18.40,41.02
VA,MECKLENBURG COUNTY,15.5,16.5,20.73,30.70,55.35
VA,MIDDLESEX COUNTY,13.0,12.0,17.04,31.10,54.58
VA,MONTGOMERY COUNTY,23.2,22.1,19.71,14.40,33.08
VA,NANSEMOND COUNTY,13.8,14.0,,26.70,48.66
VA,NELSON COUNTY,12.1,15.2,18.59,34.90,49.34
VA,NEW KENT COUNTY,4.9,4.9,9.34,26.80,43.93
VA,NEWPORT NEWS CITY COUNTY,19.4,19.3,13.51,14.80,25.11
VA,NORFOLK CITY COUNTY,,,20.70,20.30,31.76
VA,NORTHAMPTON COUNTY,20.5,26.6,26.75,41.20,59.35
VA,NORTHUMBERLAND COUNTY,12.3,13.7,11.61,29.50,50.08
VA,NORTON CITY,22.8,26.7,18.84,24.80,40.51
VA,NOTTOWAY COUNTY,20.1,17.7,17.98,24.40,44.59
VA,ORANGE COUNTY,9.2,7.3,15.11,25.70,41.34
VA,PAGE COUNTY,12.5,11.8,14.93,20.30,40.24
VA,PATRICK COUNTY,13.4,13.6,13.11,19.80,44.28
VA,PETERSBURG CITY,19.6,20.3,20.35,22.90,35.18
VA,PITTSYLVANIA COUNTY,11.8,12.2,15.10,25.20,46.97
VA,POQUOSON CITY,4.5,2.8,5.07,,
VA,PORTSMOUTH CITY,16.2,17.7,19.17,18.90,31.46
VA,POWHATAN COUNTY,5.7,5.7,10.77,23.10,44.03
VA,PRINCE EDWARD COUNTY,18.9,21.7,21.49,29.40,46.72
VA,PRINCE GEORGE COUNTY,8.0,4.7,9.54,11.30,28.71
VA,PRINCE WILLIAM COUNTY,4.4,3.2,4.91,6.30,20.20
VA,PRINCESS ANNE COUNTY,31.4,32.2,,,26.46
VA,PULASKI COUNTY,13.1,13.4,11.02,13.90,35.76
VA,RADFORD CITY COUNTY,21.4,20.9,14.01,10.40,22.25
VA,RAPPAHANNOCK COUNTY,7.6,10.8,14.28,31.50,52.99
VA,RICHMOND CITY COUNTY,15.9,16.1,19.34,18.00,28.91
VA,RICHMOND COUNTY,15.4,15.8,15.45,29.40,46.90
VA,ROANOKE CITY COUNTY,6.7,5.2,16.32,14.70,25.09
VA,ROANOKE COUNTY,4.5,4.1,5.82,7.20,20.34
VA,ROCKBRIDGE COUNTY,9.6,13.6,14.70,19.40,35.91
VA,ROCKINGHAM COUNTY,8.2,6.9,10.72,14.10,31.64
VA,RUSSELL COUNTY,16.3,22.5,14.82,28.20,50.19
VA,SALEM CITY COUNTY,,15.3,7.66,7.70,
VA,SCOTT COUNTY,16.8,20.9,22.16,29.90,51.51
VA,SHENANDOAH COUNTY,8.2,11.0,12.28,15.80,33.30
VA,SMYTH COUNTY,13.3,16.7,13.71,18.50,36.50
VA,SOUTH BOSTON CITY COUNTY,,,15.71,21.80,30.16
VA,SOUTHAMPTON COUNTY,14.6,17.1,23.21,34.90,55.11
VA,SPOTSYLVANIA COUNTY,4.7,4.9,9.93,17.20,33.79
VA,STAFFORD COUNTY,3.5,4.1,6.59,11.70,24.94
VA,STAUNTON CITY,11.7,11.7,9.87,9.80,26.16
VA,SUFFOLK CITY,13.2,17.3,17.32,21.70,21.37
VA,SURRY COUNTY,10.8,13.7,22.48,27.70,54.39
VA,SUSSEX COUNTY,16.1,20.1,19.85,31.40,64.01
VA,TAZEWELL COUNTY,15.3,19.0,14.28,25.30,45.83
VA,VIRGINIA BEACH CITY,6.5,5.9,8.86,10.50,16.74
VA,WARREN COUNTY,8.5,7.7,10.73,13.20,26.44
VA,WASHINGTON COUNTY,10.9,15.2,15.12,22.80,44.05
VA,WAYNESBORO CITY,12.8,11.4,9.22,7.00,22.53
VA,WESTMORELAND COUNTY,14.7,12.7,18.76,39.30,54.56
VA,WILLIAMSBURG CITY,18.3,19.4,13.25,14.30,26.06
VA,WINCHESTER CITY,13.2,11.3,14.89,15.10,38.39
VA,WISE COUNTY,20.0,21.6,15.39,31.30,49.39
VA,WYTHE COUNTY,11.0,17.5,13.82,17.60,48.46
VA,YORK COUNTY,3.5,4.8,6.64,9.70,24.51
WA,WASHINGTON STATE,10.6,10.9,9.84,10.20,14.30
WA,ADAMS COUNTY,18.2,17.5,12.73,11.10,15.23
WA,ASOTIN COUNTY,15.4,19.4,14.36,15.20,19.35
WA,BENTON COUNTY,10.3,11.1,7.23,8.40,10.62
WA,CHELAN COUNTY,12.4,15.3,11.68,13.40,14.44
WA,CLALLAM COUNTY,12.5,12.5,10.19,11.30,16.81
WA,CLARK COUNTY,9.1,9.3,9.13,9.10,12.77
WA,COLUMBIA COUNTY,12.6,19.4,13.09,23.30,22.68
WA,COWLITZ COUNTY,14.0,13.3,10.66,8.90,15.07
WA,DOUGLAS COUNTY,14.4,12.2,10.74,10.50,12.27
WA,FERRY COUNTY,19.0,23.7,18.94,17.70,21.48
WA,FRANKLIN COUNTY,19.2,23.0,14.07,12.90,17.12
WA,GARFIELD COUNTY,14.2,10.5,8.17,12.70,9.70
WA,GRANT COUNTY,17.4,19.6,14.65,18.20,16.41
WA,GRAYS HARBOR COUNTY,16.1,16.4,10.64,12.60,16.28
WA,ISLAND COUNTY,7.0,7.3,9.92,10.80,19.36
WA,JEFFERSON COUNTY,11.3,13.5,12.88,11.70,18.60
WA,KING COUNTY,8.4,8.0,7.71,7.50,10.36
WA,KITSAP COUNTY,8.8,9.4,8.14,9.10,13.15
WA,KITTITAS COUNTY,19.6,20.2,16.61,16.60,19.44
WA,KLICKITAT COUNTY,17.0,17.0,10.85,11.10,15.84
WA,LEWIS COUNTY,14.0,14.4,11.94,13.20,20.99
WA,LINCOLN COUNTY,12.6,12.3,8.79,9.90,13.00
WA,MASON COUNTY,12.2,13.2,10.27,10.80,14.28
WA,OKANOGAN COUNTY,21.3,21.5,15.43,15.90,21.25
WA,PACIFIC COUNTY,14.4,17.2,10.88,14.60,24.70
WA,PEND OREILLE COUNTY,18.1,20.2,15.93,24.30,21.30
WA,PIERCE COUNTY,10.5,11.4,10.58,10.20,16.56
WA,SAN JUAN COUNTY,9.2,7.4,12.00,12.30,25.26
WA,SKAGIT COUNTY,11.1,11.5,10.79,11.50,16.42
WA,SKAMANIA COUNTY,13.1,9.4,8.80,13.30,14.15
WA,SNOHOMISH COUNTY,6.9,6.6,7.46,7.60,13.40
WA,SPOKANE COUNTY,12.3,13.7,11.46,12.10,14.81
WA,STEVENS COUNTY,15.9,17.2,14.62,19.50,26.22
WA,THURSTON COUNTY,8.8,10.1,9.80,9.40,15.13
WA,WAHKIAKUM COUNTY,8.1,10.4,12.45,13.80,22.56
WA,WALLA WALLA COUNTY,15.1,16.0,11.95,12.80,15.82
WA,WHATCOM COUNTY,14.2,12.3,13.18,13.30,18.09
WA,WHITMAN COUNTY,25.6,24.2,17.97,14.60,12.74
WA,YAKIMA COUNTY,19.7,20.2,15.38,19.60,23.59
WV,WEST VIRGINIA STATE,17.9,19.7,14.99,22.20,34.63
WV,BARBOUR COUNTY,22.6,28.5,19.98,30.10,52.35
WV,BERKELEY COUNTY,11.5,12.0,13.91,16.10,27.37
WV,BOONE COUNTY,22.0,27.0,14.75,30.70,42.87
WV,BRAXTON COUNTY,22.0,25.8,24.61,42.10,54.89
WV,BROOKE COUNTY,11.7,12.1,8.96,10.90,15.28
WV,CABELL COUNTY,19.2,19.1,13.51,17.50,24.17
WV,CALHOUN COUNTY,25.1,32.0,25.26,44.50,52.83
WV,CLAY COUNTY,27.5,39.2,31.82,43.90,63.62
WV,DODDRIDGE COUNTY,19.8,23.0,21.53,26.60,46.60
WV,FAYETTE COUNTY,21.7,24.4,16.95,29.50,43.16
WV,GILMER COUNTY,25.9,33.5,21.66,42.60,55.71
WV,GRANT COUNTY,16.3,15.5,22.90,32.80,57.80
WV,GREENBRIER COUNTY,18.2,17.9,15.02,26.40,45.24
WV,HAMPSHIRE COUNTY,16.3,18.2,16.90,26.50,50.85
WV,HANCOCK COUNTY,11.1,11.9,7.68,7.60,9.93
WV,HARDY COUNTY,13.1,14.6,20.76,32.10,52.35
WV,HARRISON COUNTY,17.2,17.4,14.30,17.20,26.69
WV,JACKSON COUNTY,15.2,20.0,13.30,19.80,34.44
WV,JEFFERSON COUNTY,10.3,10.6,13.35,17.40,36.82
WV,KANAWHA COUNTY,14.4,15.3,10.60,16.50,23.56
WV,LEWIS COUNTY,19.9,23.7,17.32,28.90,41.93
WV,LINCOLN COUNTY,27.9,33.8,24.47,43.50,56.54
WV,LOGAN COUNTY,24.1,27.7,16.62,27.50,38.79
WV,MARION COUNTY,16.3,19.0,13.79,16.30,24.24
WV,MARSHALL COUNTY,16.6,16.0,10.08,13.00,20.48
WV,MASON COUNTY,19.9,22.1,13.29,26.10,33.21
WV,MCDOWELL COUNTY,37.7,37.7,23.54,35.80,50.49
WV,MERCER COUNTY,19.7,20.4,15.08,22.50,39.76
WV,MINERAL COUNTY,14.7,14.8,13.28,20.60,30.67
WV,MINGO COUNTY,29.7,30.9,23.63,42.60,51.92
WV,MONONGALIA COUNTY,22.8,20.6,16.28,18.90,29.73
WV,MONROE COUNTY,16.2,21.0,20.92,32.20,50.83
WV,MORGAN COUNTY,10.4,11.0,16.72,19.70,41.92
WV,NICHOLAS COUNTY,19.2,24.4,16.65,29.20,47.42
WV,OHIO COUNTY,15.8,15.0,11.64,14.20,19.54
WV,PENDLETON COUNTY,11.4,17.0,20.27,33.10,53.97
WV,PLEASANTS COUNTY,13.7,19.4,13.79,17.30,32.76
WV,POCAHONTAS COUNTY,17.1,21.2,13.60,31.40,47.35
WV,PRESTON COUNTY,18.3,18.9,18.72,31.20,49.53
WV,PUTNAM COUNTY,9.3,12.0,10.04,16.10,29.82
WV,RALEIGH COUNTY,18.5,19.9,13.04,23.70,44.09
WV,RANDOLPH COUNTY,18.0,21.9,17.46,28.60,44.58
WV,RITCHIE COUNTY,19.1,26.0,17.80,29.20,41.89
WV,ROANE COUNTY,22.6,28.1,18.48,30.30,46.73
WV,SUMMERS COUNTY,24.4,24.5,23.25,39.70,58.06
WV,TAYLOR COUNTY,20.3,22.9,15.38,22.30,42.96
WV,TUCKER COUNTY,18.1,17.0,16.96,28.50,49.70
WV,TYLER COUNTY,16.6,18.3,14.71,22.40,40.09
WV,UPSHUR COUNTY,20.0,21.2,16.99,29.40,46.60
WV,WAYNE COUNTY,19.6,21.8,18.61,26.50,41.16
WV,WEBSTER COUNTY,31.8,34.8,27.93,43.70,63.75
WV,WETZEL COUNTY,19.8,20.5,13.18,21.50,27.56
WV,WIRT COUNTY,19.6,22.0,17.73,33.40,45.65
WV,WOOD COUNTY,13.9,14.1,11.14,12.10,20.00
WV,WYOMING COUNTY,25.1,27.9,19.31,24.40,39.38
WI,WISCONSIN STATE,8.7,10.7,8.68,9.80,15.69
WI,ADAMS COUNTY,10.4,14.4,12.86,19.20,36.33
WI,ASHLAND COUNTY,11.9,16.2,12.58,16.00,27.85
WI,BARRON COUNTY,8.8,11.6,11.90,15.50,26.82
WI,BAYFIELD COUNTY,12.5,16.6,13.89,18.90,33.70
WI,BROWN COUNTY,6.9,9.2,7.47,8.00,12.86
WI,BUFFALO COUNTY,7.5,11.9,13.53,16.10,28.66
WI,BURNETT COUNTY,8.8,15.5,15.58,22.10,36.96
WI,CALUMET COUNTY,3.5,4.9,4.29,7.00,14.19
WI,CHIPPEWA COUNTY,8.2,10.5,10.18,12.90,23.51
WI,CLARK COUNTY,12.7,13.8,16.19,16.30,30.07
WI,COLUMBIA COUNTY,5.2,7.5,7.82,9.20,21.43
WI,CRAWFORD COUNTY,10.2,14.6,14.22,22.40,33.14
WI,DANE COUNTY,9.4,10.5,9.68,9.90,12.62
WI,DODGE COUNTY,5.3,6.6,6.11,7.80,17.20
WI,DOOR COUNTY,6.4,9.8,6.92,12.00,21.89
WI,DOUGLAS COUNTY,11.0,14.9,9.97,13.70,20.28
WI,DUNN COUNTY,12.9,16.6,15.80,16.60,29.63
WI,EAU CLAIRE COUNTY,10.9,15.9,12.91,11.10,15.48
WI,FLORENCE COUNTY,9.1,13.1,13.81,20.70,32.27
WI,FOND DU LAC COUNTY,5.8,7.6,6.71,9.20,15.80
WI,FOREST COUNTY,13.1,21.8,17.02,23.30,32.64
WI,GRANT COUNTY,11.2,13.7,12.31,12.90,29.74
WI,GREEN COUNTY,5.1,7.8,9.09,9.80,19.98
WI,GREEN LAKE COUNTY,7.0,10.0,8.51,8.70,19.00
WI,IOWA COUNTY,7.3,10.0,11.82,15.30,32.77
WI,IRON COUNTY,11.1,13.1,13.91,12.20,24.82
WI,JACKSON COUNTY,9.6,14.7,13.62,16.00,33.47
WI,JEFFERSON COUNTY,5.7,7.2,6.53,8.50,14.61
WI,JUNEAU COUNTY,10.1,12.8,11.63,17.50,27.74
WI,KENOSHA COUNTY,7.5,10.2,6.98,7.50,8.43
WI,KEWAUNEE COUNTY,5.8,8.2,7.40,9.30,21.45
WI,LA CROSSE COUNTY,10.7,13.4,9.90,10.60,15.97
WI,LAFAYETTE COUNTY,9.1,11.0,11.44,17.70,27.76
WI,LANGLADE COUNTY,10.1,14.6,13.20,18.00,30.53
WI,LINCOLN COUNTY,6.9,10.4,9.30,10.00,22.39
WI,MANITOWOC COUNTY,6.1,8.3,5.86,7.70,12.83
WI,MARATHON COUNTY,6.6,7.9,8.14,9.80,18.51
WI,MARINETTE COUNTY,8.3,11.7,9.01,14.30,24.39
WI,MARQUETTE COUNTY,7.7,11.6,11.94,12.00,26.89
WI,MENOMINEE COUNTY,28.8,48.7,17.92,42.90,
WI,MILWAUKEE COUNTY,15.3,15.9,10.21,9.10,9.82
WI,MONROE COUNTY,12.0,13.0,10.11,13.40,24.20
WI,OCONTO COUNTY,7.1,12.1,11.07,16.80,28.90
WI,ONEIDA COUNTY,7.4,9.6,8.70,11.80,21.46
WI,OUTAGAMIE COUNTY,4.7,6.2,6.17,6.80,12.17
WI,OZAUKEE COUNTY,2.6,2.2,3.33,4.50,7.80
WI,PEPIN COUNTY,9.1,12.6,9.68,13.80,28.97
WI,PIERCE COUNTY,7.7,10.4,11.18,12.60,22.82
WI,POLK COUNTY,7.1,11.8,10.73,12.60,24.87
WI,PORTAGE COUNTY,9.5,12.9,11.23,11.80,22.31
WI,PRICE COUNTY,8.9,10.9,13.74,16.50,33.44
WI,RACINE COUNTY,8.4,10.2,6.98,7.30,9.95
WI,RICHLAND COUNTY,10.1,13.4,11.80,20.30,32.56
WI,ROCK COUNTY,7.3,9.9,7.20,7.40,12.70
WI,RUSK COUNTY,11.8,16.6,14.20,21.40,30.63
WI,SAUK COUNTY,7.2,9.7,9.35,9.00,25.28
WI,SAWYER COUNTY,12.7,20.5,16.20,27.30,35.35
WI,SHAWANO COUNTY,7.9,11.3,10.70,13.60,34.41
WI,SHEBOYGAN COUNTY,5.2,6.5,4.93,7.00,11.67
WI,ST. CROIX COUNTY,4.0,6.4,6.47,8.90,20.56
WI,TAYLOR COUNTY,9.8,12.7,11.58,18.50,35.68
WI,TREMPEALEAU COUNTY,8.3,10.7,12.09,16.20,27.84
WI,VERNON COUNTY,14.2,15.8,13.73,22.00,32.63
WI,VILAS COUNTY,8.0,14.7,11.80,18.10,29.70
WI,WALWORTH COUNTY,8.4,9.6,8.24,10.30,16.37
WI,WASHBURN COUNTY,9.9,15.9,12.39,19.70,28.81
WI,WASHINGTON COUNTY,3.6,3.2,4.60,5.30,11.38
WI,WAUKESHA COUNTY,2.7,3.1,3.11,4.00,7.90
WI,WAUPACA COUNTY,6.8,8.5,8.65,12.70,22.60
WI,WAUSHARA COUNTY,9.1,13.8,11.41,16.00,32.61
WI,WINNEBAGO COUNTY,6.7,8.8,6.74,8.20,11.40
WI,WOOD COUNTY,6.5,8.5,7.62,9.40,15.42
WY,WYOMING STATE,11.4,11.9,7.89,11.70,15.64
WY,ALBANY COUNTY,21.0,19.8,15.58,16.00,18.09
WY,BIG HORN COUNTY,14.1,16.4,12.70,13.80,23.13
WY,CAMPBELL COUNTY,7.6,8.4,4.83,6.10,11.78
WY,CARBON COUNTY,12.9,10.0,6.65,10.50,15.45
WY,CONVERSE COUNTY,11.6,11.9,6.37,12.70,17.92
WY,CROOK COUNTY,9.1,13.5,9.89,14.20,21.48
WY,FREMONT COUNTY,17.6,19.1,9.48,13.60,22.91
WY,GOSHEN COUNTY,13.9,17.2,11.87,17.60,22.74
WY,HOT SPRINGS COUNTY,10.6,10.6,7.48,14.50,16.16
WY,JOHNSON COUNTY,10.1,12.9,8.34,16.10,18.89
WY,LARAMIE COUNTY,9.1,10.6,8.05,10.90,11.26
WY,LINCOLN COUNTY,9.0,10.8,11.46,12.90,24.06
WY,NATRONA COUNTY,11.8,11.6,5.76,9.60,10.69
WY,NIOBRARA COUNTY,13.4,17.0,16.03,13.10,19.66
WY,PARK COUNTY,12.7,9.5,8.36,10.30,16.18
